Geneid,K70_1,K70_2,K70_3,K70MD_1,K70MD_2,K70MD_3,K70P10_1,K70P10_2,K70P10_3,NKO70_1,NKO70_2,NKO70_3
LINC00028,0,0,0,0,0,0,0,0,0,0,0,0
HM13,4019,4596,3421,1788,2089,2661,5038,4448,3338,3968,3645,4124
HM13-AS1,13,27,19,20,22,29,6,11,14,11,12,11
LOC107985416,5,12,9,13,12,10,8,6,6,1,0,6
LOC105372588,1,0,0,0,0,0,0,0,1,0,1,0
ID1,6360,7403,5037,2040,2802,2965,2532,2210,3383,6627,5990,6172
MIR3193,0,0,0,0,0,0,0,0,0,0,0,0
COX4I2,0,0,0,0,2,2,0,0,0,0,0,0
BCL2L1,3007,3748,2875,2143,2401,3085,4301,3978,3768,4649,4062,4229
BCL2L1-AS1,0,0,2,0,0,0,1,2,0,0,0,0
ABALON,1336,1693,1292,816,991,1292,1880,1731,1670,2083,1782,1948
TPX2,3201,3967,2709,773,968,1475,6540,7056,1047,1845,1764,2531
MYLK2,0,2,4,1,1,0,7,3,0,0,4,0
FOXS1,0,0,1,0,0,3,1,0,0,0,0,0
DUSP15,1,1,1,15,11,6,6,3,4,0,1,2
TTLL9,6,1,3,30,33,42,19,11,27,5,2,8
PDRG1,588,640,428,559,644,683,797,500,680,829,712,724
XKR7,0,0,0,0,1,0,14,10,3,0,0,0
CCM2L,47,35,53,76,86,98,285,249,198,43,20,44
HCK,165,144,138,107,110,133,452,384,247,95,88,93
TM9SF4,1475,1721,1352,384,479,608,2750,2423,888,1194,992,1305
LOC107985403,206,253,193,59,68,106,353,391,130,217,142,192
TSPY26P,0,3,0,0,0,0,1,1,0,2,1,3
PLAGL2,574,659,528,108,164,279,1230,1129,351,338,373,464
POFUT1,2135,2421,1892,1190,1368,1673,3852,3484,1875,1785,1711,2157
MIR1825,0,0,0,0,0,0,0,0,0,0,0,0
KIF3B,1051,1380,836,163,145,220,3074,2899,397,540,460,607
ASXL1,726,979,648,437,471,687,2170,2124,480,652,519,733
NOL4L,343,384,323,382,522,494,807,870,322,213,186,211
LOC101929698,11,7,2,26,36,30,34,47,16,5,10,6
LOC105372592,0,0,0,0,0,0,0,0,0,0,0,0
NOL4L-DT,0,0,0,1,2,10,1,0,0,0,0,2
C20orf203,0,0,1,0,2,1,0,0,0,0,2,0
COMMD7,1637,1803,1311,1950,2203,2152,831,804,1847,2110,1843,1984
DNMT3B,135,199,160,41,65,76,480,425,110,88,109,130
MAPRE1,6862,7565,5991,7427,8490,9805,7233,6870,8993,9018,8572,8547
EFCAB8,36,36,47,23,4,7,23,14,25,47,42,51
SUN5,0,0,0,0,0,0,0,0,0,0,0,0
BPIFB2,0,2,0,0,0,0,0,1,0,0,0,0
BPIFB6,0,0,0,0,0,0,0,0,0,0,0,0
BPIFB3,2,0,0,0,0,2,0,0,0,0,0,2
BPIFB4,0,0,0,2,3,0,2,3,4,0,0,3
LOC105372714,0,0,0,1,0,0,0,0,0,0,0,0
BPIFA2,0,0,0,0,0,1,0,0,0,0,0,0
BPIFA4P,0,0,0,0,0,1,0,0,0,0,0,0
BPIFA3,0,0,0,0,0,0,0,0,0,0,0,0
BPIFA1,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372593,0,0,0,0,0,0,0,0,0,0,0,0
BPIFB1,3,1,0,2,0,0,3,12,6,7,1,2
LOC105372594,0,0,0,0,0,0,0,0,0,0,0,0
CDK5RAP1,743,842,581,638,655,751,981,1008,866,831,777,893
SNTA1,47,59,47,76,92,73,94,81,61,33,30,34
CBFA2T2,259,316,186,48,60,104,979,1022,160,129,86,128
NECAB3,788,945,774,473,544,789,1337,1268,949,657,629,756
C20orf144,4,13,6,8,0,4,22,26,7,3,5,6
ACTL10,1,1,0,1,0,0,0,1,0,0,1,0
E2F1,1212,1536,1095,776,940,1085,2542,2082,1214,1277,1268,1308
PXMP4,141,190,133,191,195,291,490,444,202,153,116,146
ZNF341,71,79,59,18,23,35,142,162,61,54,39,47
ZNF341-AS1,0,0,0,0,10,18,4,2,6,1,0,1
CHMP4B,1534,1975,1345,738,824,1114,3228,3076,1219,1103,1086,1233
RALY-AS1,46,53,30,124,160,237,70,78,91,66,61,45
RALY,4757,5612,4059,2652,2782,3325,4831,4457,3635,4928,4472,5379
MIR4755,0,0,0,0,0,0,0,0,0,0,0,0
EIF2S2,6036,7140,5388,4602,5084,5738,8036,7317,5807,6761,6157,6660
ASIP,0,0,3,1,8,2,3,1,0,0,0,0
AHCY,15142,17171,13320,20302,22537,21285,10174,9594,17995,17972,16194,17537
ITCH,1256,1552,1174,604,783,859,2845,2948,984,1022,1013,1150
LOC107985381,26,53,32,23,58,41,79,102,44,45,35,60
MIR644A,0,0,0,0,0,0,0,0,0,0,0,0
DYNLRB1,2400,2806,2090,2681,3201,4532,2133,1956,2228,2407,2244,2364
MAP1LC3A,119,117,95,588,633,839,517,401,445,131,99,117
PIGU,815,907,688,560,637,740,633,559,822,1105,980,1036
LOC105372599,0,0,0,0,0,0,0,0,0,0,0,0
TP53INP2,354,413,332,291,391,625,1156,1074,296,149,147,170
NCOA6,625,851,586,99,75,171,1247,1323,231,390,312,424
HMGB3P1,0,0,0,0,0,0,0,0,0,0,0,0
GGT7,9,8,4,23,15,25,34,34,24,3,7,2
ACSS2,716,829,621,313,331,423,686,684,563,469,375,507
GSS,2203,2558,1894,2181,2378,2675,3256,2898,2523,2138,2056,2339
MYH7B,17,12,7,3,4,2,16,28,1,2,8,13
LOC107985393,5,0,3,0,0,0,4,8,0,0,0,1
MIR499A,0,0,0,1,0,0,0,0,0,0,0,0
MIR499B,0,0,0,1,0,0,0,0,0,0,0,0
TRPC4AP,2231,2585,1833,1054,1179,1527,2307,2326,2201,2281,2075,2131
EDEM2,1,2,6,5,5,1,3,3,9,9,6,7
MMP24-AS1-EDEM2,10,10,1,30,20,24,2,10,6,2,5,5
PROCR,799,948,716,1855,2067,2120,1435,1308,2356,974,805,942
MMP24,284,348,229,179,232,284,821,775,276,182,196,200
MMP24OS,407,540,388,175,210,311,618,603,295,314,322,335
EIF6,4202,4798,3393,6728,7973,8560,3675,3059,5922,6056,6150,5627
FAM83C-AS1,1,2,0,0,0,1,1,3,0,3,0,0
FAM83C,0,0,0,2,2,6,3,4,3,1,0,0
UQCC1,1259,1455,1170,1053,1169,1195,1437,1208,1311,1576,1493,1686
GDF5OS,2,1,1,15,13,9,12,2,7,2,7,4
GDF5,9,6,1,27,31,15,20,9,12,3,7,4
MIR1289-1,0,0,0,0,0,0,0,0,0,0,0,0
CEP250,469,619,402,119,153,282,2027,2164,271,270,211,303
CEP250-AS1,24,45,37,13,10,26,145,157,17,6,11,18
C20orf173,0,0,0,0,0,0,0,0,0,0,0,0
ERGIC3,3169,3590,2457,4313,5000,5467,3446,2971,4481,3799,3314,3466
FER1L4,2,2,5,3,0,2,28,22,14,1,1,0
SPAG4,22,20,20,51,62,52,39,27,35,44,32,28
CPNE1,5089,5503,4222,2682,3080,3490,4554,3859,3884,4915,4421,4907
RBM12,2075,2230,1816,531,631,781,1459,1424,846,2182,2096,2491
NFS1,705,719,517,492,662,662,972,826,728,649,657,691
ROMO1,2682,3823,2405,7899,9256,8763,1337,1149,5158,3766,3639,3288
RBM39,1907,2297,1775,490,671,786,3058,2952,1018,1971,2116,2323
PHF20,497,688,457,240,309,396,1510,1459,353,372,285,454
SCAND1,1273,1625,1163,1991,2525,2666,1117,994,2202,1792,1549,1568
CNBD2,13,15,18,23,24,40,12,7,17,14,11,16
NORAD,4407,5727,4266,1125,1376,1880,7521,6968,2264,3833,3389,4234
EPB41L1,739,1003,717,145,199,270,2299,2320,367,447,403,530
LOC100130373,0,0,0,0,0,0,2,2,0,0,0,0
LOC105372602,42,83,48,9,13,9,155,162,40,31,39,50
AAR2,1328,1588,1145,968,1023,1141,1378,1260,1237,1535,1566,1595
DLGAP4,1008,1322,1026,372,395,714,2728,2717,878,734,637,906
DLGAP4-AS1,0,1,0,0,1,0,1,2,1,0,2,2
MYL9,2,0,1,3,0,0,1,1,3,0,1,3
TGIF2,177,190,188,48,64,74,242,209,137,160,125,159
TGIF2-RAB5IF,0,0,0,0,0,0,0,0,0,0,0,0
LOC107985397,0,0,0,0,0,0,0,0,0,0,0,0
RAB5IF,897,1168,816,1760,1847,1842,539,435,1820,1235,1142,1215
SLA2,2,1,1,17,9,13,2,2,8,1,3,8
NDRG3,1177,1307,1006,611,639,786,1282,1236,969,1010,986,999
DSN1,1023,1196,967,1574,1643,1791,1712,1491,1993,1294,1204,1247
SOGA1,2185,2932,2080,287,367,682,3835,3749,747,1240,1251,1667
TLDC2,52,72,39,39,40,60,126,108,37,32,45,47
SAMHD1,477,533,442,212,265,332,1213,1143,394,283,310,363
RBL1,501,586,419,158,180,197,759,715,246,368,396,407
MROH8,614,759,442,305,426,422,973,864,422,478,484,517
RPN2,5227,6259,4302,2381,2735,3155,8378,7311,3455,4083,4129,4845
GHRH,0,0,2,0,0,0,0,3,1,0,0,0
MANBAL,1431,1820,1244,1302,1522,1635,1184,1037,1698,1989,1871,1939
LOC105372606,2,2,0,1,4,0,4,8,5,0,0,2
SRC,967,1276,877,278,333,530,2515,2299,621,634,609,766
BLCAP,2141,2695,1779,2058,2360,2971,2773,2440,2523,2847,2716,2749
NNAT,11,12,5,6,7,8,6,9,3,12,13,11
LINC01746,0,0,0,0,0,0,0,0,0,0,0,0
LINC00489,0,0,0,0,0,0,0,0,0,0,0,0
LOC100287792,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372609,0,0,0,0,2,0,0,0,0,0,0,0
CTNNBL1,1071,1236,855,365,426,572,1366,1191,658,1032,921,1131
VSTM2L,8,12,6,16,27,35,51,40,17,2,6,2
TTI1,903,1101,836,500,562,645,1872,1784,945,914,881,1044
RPRD1B,1164,1458,998,476,566,737,1819,1656,1216,1268,1167,1282
TGM2,500,616,471,114,134,210,662,588,267,489,538,431
LOC107987281,0,0,0,0,0,0,0,0,0,0,0,0
KIAA1755,20,47,14,47,76,94,121,101,63,34,26,35
LOC149684,0,0,0,0,0,0,0,0,0,0,0,0
BPI,0,0,0,0,1,0,0,0,0,0,0,1
LBP,4,2,0,10,1,1,1,1,7,1,0,1
SNHG17,381,429,355,167,215,240,296,227,225,576,564,558
SNORA71B,0,0,3,1,0,3,1,0,2,5,1,2
SNORA71A,1,0,6,0,0,0,3,0,3,0,2,0
SNORA71C,0,0,1,0,0,0,1,1,0,0,0,0
SNORA71D,0,0,0,0,0,0,0,0,0,0,0,0
SNHG11,155,150,86,104,152,162,138,133,130,157,142,189
SNORA71E,0,1,1,0,0,0,1,0,1,0,0,1
SNORA60,0,0,1,0,0,0,1,2,1,0,0,4
RALGAPB,987,1189,882,140,244,326,1802,1615,534,767,674,874
MIR548O2,0,0,0,0,0,0,0,0,0,0,0,0
ADIG,0,0,0,0,0,0,0,0,0,0,0,0
ARHGAP40,2,0,0,0,3,0,2,1,1,2,0,0
SLC32A1,0,0,0,0,0,2,0,0,0,0,0,0
ACTR5,179,190,154,74,117,143,145,140,157,235,226,227
PPP1R16B,0,0,0,0,0,1,0,0,1,0,0,0
FAM83D,3169,3564,2748,3389,4020,4662,2589,2507,2538,3638,3607,3633
DHX35,356,470,303,129,151,143,346,320,217,369,359,344
LOC107985448,0,0,0,0,0,0,0,0,0,0,0,0
LINC01734,0,0,0,0,0,0,0,0,0,0,0,0
LOC102724950,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372614,0,0,0,0,0,0,0,0,3,0,0,0
LOC105372613,0,0,0,0,0,0,0,0,0,0,0,0
LINC01370,0,0,2,0,0,0,0,0,0,0,0,0
LOC105372616,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372617,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372618,0,0,0,0,0,0,0,0,0,0,0,0
LOC107985446,0,0,0,0,0,0,0,0,0,0,0,0
LOC102724968,0,0,0,0,1,6,0,0,2,0,0,2
LOC107985435,0,0,0,0,0,0,0,0,0,0,0,2
LOC105372620,0,0,0,0,0,0,0,0,0,0,0,0
MAFB,24,42,15,10,19,19,93,84,44,3,10,19
LOC101927098,0,0,0,0,0,0,1,1,0,0,0,2
SNORD154,0,0,0,0,0,0,0,0,0,0,0,0
LOC100128988,0,0,0,3,2,0,1,0,1,0,0,0
LOC105372621,0,1,0,2,8,7,4,0,3,2,0,0
TOP1,1250,1687,1056,263,384,537,4172,4344,544,601,684,950
PLCG1-AS1,237,374,203,70,59,106,736,802,101,125,143,152
PLCG1,815,1136,799,144,161,320,2462,2319,480,462,400,585
MIR6871,0,0,0,0,0,0,0,0,0,0,0,0
ZHX3,170,197,115,21,36,51,654,607,76,58,79,122
LPIN3,280,350,219,32,67,66,579,605,99,163,155,182
EMILIN3,37,33,30,3,9,4,57,64,10,18,16,16
CHD6,447,596,430,79,122,174,1533,1367,121,144,126,170
LOC101927182,0,0,0,0,4,0,0,0,0,0,0,0
LOC105372622,0,0,0,0,0,0,0,0,0,0,0,0
PTPRT,0,0,0,0,0,0,0,2,0,0,0,0
LOC105372624,0,0,0,0,0,0,0,0,0,0,0,0
LOC101927159,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372623,0,0,0,0,0,0,0,0,0,0,0,0
LOC101927138,0,0,0,0,0,0,0,0,0,0,0,0
SRSF6,3248,3781,2965,1318,1514,1697,3391,3368,1797,3780,3443,4058
L3MBTL1,10,4,3,5,3,4,52,32,3,4,1,10
SGK2,0,1,0,0,0,3,0,1,0,0,0,1
IFT52,1027,1177,852,1019,1177,1215,696,767,1199,1159,1031,1089
MYBL2,6183,7475,5680,1970,2336,3484,12689,12812,4443,4082,4186,4977
GTSF1L,0,0,0,0,0,0,0,0,0,0,0,0
LOC101927200,0,0,0,0,5,0,0,0,1,0,0,0
LOC107985441,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372625,0,0,0,0,1,3,0,0,1,0,0,0
LINC01728,0,0,0,0,0,0,0,0,0,0,0,0
TOX2,427,580,514,106,80,139,781,785,255,263,192,283
JPH2,1,7,9,31,28,38,68,37,21,17,21,7
OSER1,1543,1823,1464,3482,4010,3898,1790,1676,2541,1890,1764,1724
OSER1-DT,121,174,115,790,877,890,196,137,325,126,101,131
GDAP1L1,0,2,1,1,4,2,2,0,2,0,0,1
FITM2,271,306,183,92,94,119,539,512,160,233,160,259
R3HDML,0,0,0,0,0,1,0,0,0,0,0,0
LOC105372629,0,0,0,0,0,1,2,0,0,0,0,0
HNF4A,0,4,8,2,4,6,41,51,5,0,2,0
HNF4A-AS1,0,0,0,0,0,0,1,0,0,0,0,0
MIR3646,0,0,0,0,0,0,0,0,0,0,0,0
LINC01430,0,0,0,0,0,0,0,0,0,0,0,0
LINC01620,0,0,0,0,0,0,0,0,0,0,0,0
TTPAL,822,820,646,473,486,653,2037,1742,890,644,692,815
SERINC3,1686,1902,1536,1900,1937,2380,3202,2869,1772,1561,1517,1738
PKIG,203,252,172,335,393,425,203,189,305,210,253,207
ADA,766,862,635,1130,1385,1523,1057,998,1256,789,731,715
LINC01260,1,6,3,19,13,23,5,2,8,7,2,0
KCNK15-AS1,2,3,0,1,10,1,3,6,6,4,0,1
CCN5,92,106,72,418,350,460,314,254,287,82,87,110
KCNK15,39,44,24,15,14,12,134,131,48,17,15,21
RIMS4,416,523,317,151,121,212,1268,1112,376,174,180,220
YWHAB,10369,12007,9496,6019,6829,8452,11399,11144,8777,11476,10493,11676
PABPC1L,25,50,40,16,23,25,328,357,25,20,29,13
TOMM34,2079,2596,1938,1098,1282,1901,3849,3580,1305,1676,1559,1837
STK4-AS1,18,30,16,39,31,22,16,18,30,16,19,5
STK4,624,891,627,221,235,332,1824,1784,341,467,477,585
KCNS1,0,0,0,0,0,0,2,0,0,0,0,0
WFDC5,2,0,1,1,0,1,3,3,3,1,0,0
WFDC12,0,0,0,0,2,1,0,0,0,0,1,0
LOC101929863,0,0,0,0,0,0,2,0,0,1,0,0
PI3,0,5,3,9,3,5,9,5,4,0,1,0
LINC02597,0,0,0,0,4,0,0,0,0,0,2,0
SEMG1,0,1,3,0,0,1,0,5,2,0,0,1
SEMG2,1,0,0,0,0,0,0,0,0,0,0,0
LOC105372630,0,0,0,0,0,0,1,2,1,0,0,0
SLPI,148,238,180,1259,1495,1635,373,279,661,261,197,216
MATN4,2,1,7,0,0,0,2,1,0,2,0,3
RBPJL,0,0,0,0,0,0,0,0,1,0,1,0
SDC4,1812,2261,1636,5191,5926,6757,3509,3346,4339,2114,1987,2153
SYS1,598,706,575,677,849,844,552,542,948,838,686,751
SYS1-DBNDD2,0,0,0,0,0,0,0,0,0,0,0,0
TP53TG5,18,17,3,6,8,10,16,13,11,16,15,11
LOC107985404,3,0,4,10,12,25,25,13,17,11,10,14
DBNDD2,0,5,2,0,8,3,4,6,3,6,1,2
LOC107985405,391,552,319,140,159,221,569,492,199,282,227,329
PIGT,1778,2254,1608,623,758,1179,2513,2364,927,1292,1207,1480
MIR6812,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372631,1,2,0,1,2,0,4,0,0,1,0,0
WFDC2,4,3,5,10,3,1,5,0,1,5,8,2
LOC107987282,0,0,0,0,0,0,0,0,0,0,0,0
SPINT3,0,0,0,0,0,0,0,0,0,0,0,0
WFDC6,0,0,0,0,2,0,0,0,0,0,0,0
EPPIN-WFDC6,0,0,0,0,0,0,0,0,0,0,0,0
EPPIN,0,0,0,0,0,0,0,0,0,0,0,0
WFDC8,0,0,0,0,0,0,0,0,0,0,0,0
WFDC9,0,0,0,0,0,0,0,0,0,0,0,0
WFDC10A,0,0,0,0,0,1,0,0,0,0,0,0
WFDC11,0,0,0,0,0,0,0,0,0,0,1,0
WFDC10B,1,6,1,6,11,12,6,6,8,0,2,3
WFDC13,0,0,0,0,1,0,2,0,4,0,0,0
MIR3617,0,0,0,0,0,0,0,0,0,0,0,0
WFDC3,9,23,4,45,74,78,14,19,40,14,6,5
SPINT4,0,0,0,0,0,0,0,0,0,0,0,0
DNTTIP1,898,1001,759,904,931,1158,959,928,959,1094,1002,949
UBE2C,3081,3613,2573,3885,5103,6592,2851,2490,2981,3490,3449,3611
TNNC2,1,2,6,13,23,28,8,5,11,3,2,8
SNX21,508,598,459,301,379,467,852,841,434,453,449,478
ACOT8,465,616,480,1051,1312,1166,404,321,634,602,514,586
ZSWIM3,32,55,39,109,124,109,137,122,93,33,32,44
ZSWIM1,80,85,70,11,30,38,430,459,19,47,40,37
SPATA25,4,0,0,0,4,1,10,7,4,0,0,0
NEURL2,6,6,1,8,6,7,3,8,5,7,8,5
CTSA,1891,2222,1622,1007,1168,1653,4742,4252,1847,1408,1346,1646
PLTP,119,99,91,63,69,129,241,221,137,75,70,103
LOC107985388,65,55,60,42,81,56,45,36,34,122,109,73
PCIF1,568,629,508,175,220,255,492,500,249,523,460,502
ZNF335,247,368,280,39,53,97,837,792,161,132,117,177
MMP9,6,3,4,4,1,5,7,7,4,4,3,6
SLC12A5-AS1,20,10,13,55,62,47,56,39,50,8,15,14
SLC12A5,4,2,2,10,30,6,14,9,17,2,1,9
LOC105372632,3,3,2,19,19,11,26,15,19,4,4,1
NCOA5,959,1254,918,268,296,429,1041,1032,674,1203,1079,1283
CD40,2,4,2,1,0,2,5,2,2,2,5,1
CDH22,4,8,3,5,5,12,5,22,12,2,4,0
SLC35C2,891,1110,784,878,917,1194,1005,891,894,1136,1023,1024
ELMO2,469,585,462,79,132,173,687,621,218,320,351,381
LOC105372633,0,0,0,1,6,0,0,1,0,0,0,0
ZNF663P,0,0,0,0,0,0,0,0,0,0,0,0
ZNF334,0,0,0,1,0,0,0,0,0,0,0,0
MKRN7P,0,0,0,0,0,0,0,0,0,0,0,0
OCSTAMP,0,0,0,0,0,0,0,0,0,0,0,0
SLC13A3,0,1,0,6,0,5,0,0,1,2,0,1
TP53RK,924,1070,893,1393,1572,1709,596,620,1154,1274,1131,1270
SLC2A10,0,4,1,0,0,6,0,0,0,3,3,1
EYA2,11,8,15,13,6,18,34,42,20,14,10,25
LOC101927355,5,7,0,6,6,3,1,0,0,1,1,2
MIR3616,0,0,0,0,0,0,0,0,0,0,0,0
ZMYND8,461,603,394,70,124,144,1088,1153,153,258,218,359
LOC100131496,0,1,0,0,0,1,0,0,0,0,0,0
LOC101927377,0,0,0,0,0,0,0,0,0,0,0,0
LINC01754,2,3,2,1,2,4,0,1,0,3,1,2
NCOA3,1172,1481,1059,282,347,566,3150,3228,654,560,542,712
SULF2,920,1112,815,138,216,310,2326,2329,342,367,346,481
LOC107985401,0,0,1,0,0,0,0,0,1,0,0,0
LOC105372636,0,1,0,20,1,11,1,0,2,0,2,1
LOC105376980,0,0,0,0,0,1,0,3,0,0,0,2
LOC105372637,0,0,0,3,5,0,0,0,0,0,1,0
LOC112268266,9,1,1,0,1,3,7,6,0,2,5,5
LINC01522,0,2,0,0,0,0,6,3,0,3,2,0
LINC01523,0,0,0,0,0,0,0,0,0,0,0,0
LOC107985436,0,0,0,0,0,0,0,0,0,0,0,0
LOC107985437,0,0,0,0,0,1,0,0,0,0,0,0
LOC105372639,1,0,1,0,0,0,0,0,0,0,0,0
LOC105372640,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372641,16,19,8,11,17,15,19,22,11,4,6,15
LINC00494,0,0,0,0,0,0,0,0,0,3,0,0
LOC105372643,55,50,56,69,60,97,106,99,55,39,32,42
LOC105372645,0,0,0,0,0,4,0,0,0,0,0,0
LOC107985439,0,0,0,1,0,3,0,0,0,0,0,0
LOC105372647,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372646,0,0,2,1,1,3,0,0,0,0,0,0
PREX1,379,525,357,119,209,201,1371,1404,314,291,341,379
LOC105372648,0,0,1,0,3,1,0,1,1,0,0,0
ARFGEF2,895,1176,819,290,325,474,2892,2722,569,690,604,665
CSE1L-AS1,0,1,0,9,10,8,3,10,4,5,1,3
CSE1L,10625,12651,10155,9088,9112,9673,9518,9635,10793,12093,11589,13156
STAU1,2330,2894,2070,489,655,977,5020,4870,1290,1577,1372,1891
DDX27,572,809,548,149,259,350,2694,2485,351,384,341,460
ZNFX1,414,499,381,196,247,421,2070,2144,362,213,204,277
ZFAS1,2439,3192,1962,4258,5213,5287,967,896,2799,3525,3200,3031
SNORD12C,0,0,1,0,0,1,0,0,0,0,0,0
SNORD12B,0,1,0,6,5,3,1,1,0,0,0,2
SNORD12,0,0,0,0,0,0,7,3,0,2,0,3
LOC105372649,0,0,0,0,0,1,2,0,0,0,0,0
KCNB1,1,3,11,13,24,42,67,67,9,3,4,6
PTGIS,0,0,0,1,2,1,0,2,0,0,0,1
LOC101927486,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372651,0,0,0,0,0,0,0,0,0,0,0,0
B4GALT5,1908,2169,1641,1045,1153,1514,3332,3278,1814,1872,1588,1961
LOC105372652,0,1,0,0,1,0,0,0,0,1,0,0
SLC9A8,431,489,330,40,29,68,265,297,88,289,259,340
SPATA2,307,373,284,77,141,199,607,557,238,214,186,208
LOC105372653,2,0,1,6,0,4,1,1,2,0,0,0
RNF114,1426,1675,1351,2483,2997,2968,1656,1512,2521,2249,2169,2039
SNAI1,30,52,27,36,33,70,88,110,58,38,41,32
LOC105372654,0,0,0,0,0,0,0,0,0,0,0,0
TRERNA1,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372655,0,0,0,0,0,0,0,0,0,0,0,0
TMEM189-UBE2V1,0,0,0,0,0,0,0,0,0,0,0,0
UBE2V1,27,67,32,79,50,84,19,44,42,42,34,45
TMEM189,720,767,739,324,397,578,1354,1492,605,571,494,664
LINC01275,19,37,20,214,281,285,45,53,80,24,18,14
LINC01273,5,3,1,39,33,38,5,7,10,1,2,4
CEBPB-AS1,589,776,551,236,307,396,1120,751,584,449,401,474
CEBPB,963,1274,841,401,497,666,1827,1294,965,754,648,757
LOC107985386,0,0,0,0,1,0,0,0,0,0,0,0
LOC105372656,0,0,0,0,0,1,0,0,0,0,0,0
SMIM25,0,3,0,3,0,1,1,0,1,0,0,0
LINC01270,24,18,14,18,20,22,19,16,28,15,3,4
LINC01271,12,10,6,12,15,6,14,17,13,13,1,3
LOC105372657,0,0,0,1,0,0,0,0,0,0,0,0
PTPN1,1387,1690,1170,651,883,1121,3736,3528,1090,1077,927,1169
MIR645,0,0,0,0,0,0,0,0,0,0,0,0
RIPOR3,1,7,0,0,1,0,3,2,0,2,0,2
MIR1302-5,0,0,0,0,0,0,0,0,0,0,0,0
LOC100506175,0,0,3,11,15,17,8,2,3,2,4,2
LOC105372659,0,0,0,0,0,3,2,0,4,0,0,0
PARD6B,87,100,87,55,76,82,109,108,108,104,89,76
BCAS4,1303,1447,1090,1697,2040,2018,994,773,1841,1687,1480,1558
ADNP,1275,1541,1091,141,222,266,2263,2191,452,742,727,930
ADNP-AS1,39,79,46,17,29,20,52,65,18,60,48,52
DPM1,2493,2814,2135,4036,4778,4895,2058,1861,3226,3318,2992,3110
MOCS3,598,735,532,622,739,858,655,575,865,885,852,821
KCNG1,770,998,720,318,311,479,1856,1611,716,555,518,666
LOC105372662,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372661,0,0,0,0,1,0,0,0,0,0,0,0
LOC105372663,1,5,2,13,23,18,32,22,11,0,0,4
NFATC2,12,14,16,18,15,23,187,235,56,9,19,5
MIR3194,0,0,0,0,0,0,0,0,0,0,0,0
ATP9A,1465,1841,1336,179,254,369,2686,2588,754,828,759,1160
SALL4,1,1,0,1,1,2,6,3,0,2,0,0
LINC01429,0,1,0,0,0,0,0,0,0,0,0,0
LOC105372664,1,0,4,0,0,0,0,0,0,0,0,0
ZFP64,409,547,350,92,137,169,814,797,263,276,263,278
LOC105372666,9,7,0,30,31,36,13,3,6,5,8,1
LOC107985427,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372667,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372665,0,0,2,7,4,3,3,0,0,0,0,5
LINC01524,2,0,0,2,0,3,3,3,4,0,1,0
LOC105376985,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372668,2,0,0,0,0,2,2,0,0,0,0,0
TSHZ2,22,24,34,12,6,10,154,145,14,10,11,19
LOC105372669,2,2,2,0,4,9,14,11,11,5,3,3
LOC105372671,0,0,0,0,0,0,0,0,0,0,1,0
LOC101927770,0,1,1,2,0,0,6,5,0,0,1,2
ZNF217,1184,1625,1178,236,335,448,2244,2136,521,677,663,966
LOC105372672,5,0,3,2,0,0,0,1,0,0,0,1
SUMO1P1,0,0,0,0,0,0,0,0,0,0,0,0
BCAS1,0,0,0,3,2,3,7,4,0,0,2,0
MIR4756,0,0,0,0,0,0,0,0,0,0,0,0
CYP24A1,1,13,13,7,6,2,26,43,9,3,3,6
LOC105372675,2,4,6,8,35,9,4,1,8,1,2,0
PFDN4,1606,1849,1440,2813,3625,3296,775,833,2141,2334,2071,1900
LOC107985385,0,0,0,5,0,0,0,0,0,0,0,0
DOK5,0,0,0,6,6,11,5,5,3,0,1,0
LINC01441,0,0,0,0,0,0,0,0,0,0,0,0
LINC01440,0,0,0,3,0,0,0,0,0,0,0,0
LOC105372676,0,0,0,0,0,0,0,0,0,0,0,0
LOC107984001,0,0,0,0,2,0,0,0,0,0,0,0
LOC105372677,0,0,0,0,2,0,0,0,0,0,0,0
LOC105372678,0,0,0,0,0,0,0,0,0,0,0,0
CBLN4,0,0,0,0,0,0,1,0,0,0,0,0
LOC105372679,0,0,0,1,0,0,0,0,0,0,0,0
LOC105376989,0,0,0,0,0,0,0,0,0,0,0,0
LOC105372680,0,0,0,0,0,0,0,0,0,0,0,0
MC3R,1,0,1,10,9,13,7,4,1,0,0,0
FAM210B,1079,1253,1094,807,846,971,1065,982,895,1041,903,1180
